FieldID	Field
x130876_0_0	Date F21 first reported (schizotypal disorder)|x130876_0_0
x130877_0_0	Source of report of F21 (schizotypal disorder)|x130877_0_0
x130878_0_0	Date F22 first reported (persistent delusional disorders)|x130878_0_0
x130879_0_0	Source of report of F22 (persistent delusional disorders)|x130879_0_0
x130880_0_0	Date F23 first reported (acute and transient psychotic disorders)|x130880_0_0
x130881_0_0	Source of report of F23 (acute and transient psychotic disorders)|x130881_0_0
x130882_0_0	Date F24 first reported (induced delusional disorder)|x130882_0_0
x130883_0_0	Source of report of F24 (induced delusional disorder)|x130883_0_0
x130884_0_0	Date F25 first reported (schizoaffective disorders)|x130884_0_0
x130885_0_0	Source of report of F25 (schizoaffective disorders)|x130885_0_0
x130886_0_0	Date F28 first reported (other nonorganic psychotic disorders)|x130886_0_0
x130887_0_0	Source of report of F28 (other nonorganic psychotic disorders)|x130887_0_0
x130888_0_0	Date F29 first reported (unspecified nonorganic psychosis)|x130888_0_0
x130889_0_0	Source of report of F29 (unspecified nonorganic psychosis)|x130889_0_0
x130890_0_0	Date F30 first reported (manic episode)|x130890_0_0
x130891_0_0	Source of report of F30 (manic episode)|x130891_0_0
x130892_0_0	Date F31 first reported (bipolar affective disorder)|x130892_0_0
x130893_0_0	Source of report of F31 (bipolar affective disorder)|x130893_0_0
x130894_0_0	Date F32 first reported (depressive episode)|x130894_0_0
x130895_0_0	Source of report of F32 (depressive episode)|x130895_0_0
x130896_0_0	Date F33 first reported (recurrent depressive disorder)|x130896_0_0
x130897_0_0	Source of report of F33 (recurrent depressive disorder)|x130897_0_0
x130898_0_0	Date F34 first reported (persistent mood affective disorders)|x130898_0_0
x130899_0_0	Source of report of F34 (persistent mood affective disorders)|x130899_0_0
x130900_0_0	Date F38 first reported (other mood affective disorders)|x130900_0_0
x130901_0_0	Source of report of F38 (other mood affective disorders)|x130901_0_0
x130902_0_0	Date F39 first reported (unspecified mood affective disorder)|x130902_0_0
x130903_0_0	Source of report of F39 (unspecified mood affective disorder)|x130903_0_0
x130904_0_0	Date F40 first reported (phobic anxiety disorders)|x130904_0_0
x130905_0_0	Source of report of F40 (phobic anxiety disorders)|x130905_0_0
x130906_0_0	Date F41 first reported (other anxiety disorders)|x130906_0_0
x130907_0_0	Source of report of F41 (other anxiety disorders)|x130907_0_0
x130908_0_0	Date F42 first reported (obsessive-compulsive disorder)|x130908_0_0
x130909_0_0	Source of report of F42 (obsessive-compulsive disorder)|x130909_0_0
x130910_0_0	Date F43 first reported (reaction to severe stress and adjustment disorders)|x130910_0_0
x130911_0_0	Source of report of F43 (reaction to severe stress and adjustment disorders)|x130911_0_0
x130912_0_0	Date F44 first reported (dissociative conversion disorders)|x130912_0_0
x130913_0_0	Source of report of F44 (dissociative conversion disorders)|x130913_0_0
x130914_0_0	Date F45 first reported (somatoform disorders)|x130914_0_0
x130915_0_0	Source of report of F45 (somatoform disorders)|x130915_0_0
x130916_0_0	Date F48 first reported (other neurotic disorders)|x130916_0_0
x130917_0_0	Source of report of F48 (other neurotic disorders)|x130917_0_0
x130918_0_0	Date F50 first reported (eating disorders)|x130918_0_0
x130919_0_0	Source of report of F50 (eating disorders)|x130919_0_0
x130920_0_0	Date F51 first reported (nonorganic sleep disorders)|x130920_0_0
x130921_0_0	Source of report of F51 (nonorganic sleep disorders)|x130921_0_0
x130922_0_0	Date F52 first reported (sexual dysfunction not caused by organic disorder or disease)|x130922_0_0
x130923_0_0	Source of report of F52 (sexual dysfunction not caused by organic disorder or disease)|x130923_0_0
x130924_0_0	Date F53 first reported (mental and behavioural disorders associated with the puerperium not elsewhere classified)|x130924_0_0
x130925_0_0	Source of report of F53 (mental and behavioural disorders associated with the puerperium not elsewhere classified)|x130925_0_0
x130926_0_0	Date F54 first reported (psychological and behavioural factors associated with disorders or diseases classified elsewhere)|x130926_0_0
x130927_0_0	Source of report of F54 (psychological and behavioural factors associated with disorders or diseases classified elsewhere)|x130927_0_0
x130928_0_0	Date F55 first reported (abuse of non-dependence-producing substances)|x130928_0_0
x130929_0_0	Source of report of F55 (abuse of non-dependence-producing substances)|x130929_0_0
x130930_0_0	Date F59 first reported (unspecified behavioural syndromes associated with physiological disturbances and physical factors)|x130930_0_0
x130931_0_0	Source of report of F59 (unspecified behavioural syndromes associated with physiological disturbances and physical factors)|x130931_0_0
x130932_0_0	Date F60 first reported (specific personality disorders)|x130932_0_0
x130933_0_0	Source of report of F60 (specific personality disorders)|x130933_0_0
x130934_0_0	Date F61 first reported (mixed and other personality disorders)|x130934_0_0
x130935_0_0	Source of report of F61 (mixed and other personality disorders)|x130935_0_0
x130936_0_0	Date F62 first reported (enduring personality changes not attributable to brain damage and disease)|x130936_0_0
x130937_0_0	Source of report of F62 (enduring personality changes not attributable to brain damage and disease)|x130937_0_0
x130938_0_0	Date F63 first reported (habit and impulse disorders)|x130938_0_0
x130939_0_0	Source of report of F63 (habit and impulse disorders)|x130939_0_0
x130940_0_0	Date F64 first reported (gender identity disorders)|x130940_0_0
x130941_0_0	Source of report of F64 (gender identity disorders)|x130941_0_0
x130942_0_0	Date F65 first reported (disorders of sexual preference)|x130942_0_0
x130943_0_0	Source of report of F65 (disorders of sexual preference)|x130943_0_0
x130944_0_0	Date F66 first reported (psychological and behavioural disorders associated with sexual development and orientation)|x130944_0_0
x130945_0_0	Source of report of F66 (psychological and behavioural disorders associated with sexual development and orientation)|x130945_0_0
x130946_0_0	Date F68 first reported (other disorders of adult personality and behaviour)|x130946_0_0
x130947_0_0	Source of report of F68 (other disorders of adult personality and behaviour)|x130947_0_0
x130948_0_0	Date F69 first reported (unspecified disorder of adult personality and behaviour)|x130948_0_0
x130949_0_0	Source of report of F69 (unspecified disorder of adult personality and behaviour)|x130949_0_0
x130950_0_0	Date F70 first reported (mild mental retardation)|x130950_0_0
x130951_0_0	Source of report of F70 (mild mental retardation)|x130951_0_0
x130952_0_0	Date F71 first reported (moderate mental retardation)|x130952_0_0
x130953_0_0	Source of report of F71 (moderate mental retardation)|x130953_0_0
x130954_0_0	Date F72 first reported (severe mental retardation)|x130954_0_0
x130955_0_0	Source of report of F72 (severe mental retardation)|x130955_0_0
x130958_0_0	Date F78 first reported (other mental retardation)|x130958_0_0
x130959_0_0	Source of report of F78 (other mental retardation)|x130959_0_0
x130960_0_0	Date F79 first reported (unspecified mental retardation)|x130960_0_0
x130961_0_0	Source of report of F79 (unspecified mental retardation)|x130961_0_0
x130962_0_0	Date F80 first reported (specific developmental disorders of speech and language)|x130962_0_0
x130963_0_0	Source of report of F80 (specific developmental disorders of speech and language)|x130963_0_0
x130964_0_0	Date F81 first reported (specific developmental disorders of scholastic skills)|x130964_0_0
x130965_0_0	Source of report of F81 (specific developmental disorders of scholastic skills)|x130965_0_0
x130966_0_0	Date F82 first reported (specific developmental disorder of motor function)|x130966_0_0
x130967_0_0	Source of report of F82 (specific developmental disorder of motor function)|x130967_0_0
x130970_0_0	Date F84 first reported (pervasive developmental disorders)|x130970_0_0
x130971_0_0	Source of report of F84 (pervasive developmental disorders)|x130971_0_0
x130972_0_0	Date F88 first reported (other disorders of psychological development)|x130972_0_0
x130973_0_0	Source of report of F88 (other disorders of psychological development)|x130973_0_0
x130974_0_0	Date F89 first reported (unspecified disorder of psychological development)|x130974_0_0
x130975_0_0	Source of report of F89 (unspecified disorder of psychological development)|x130975_0_0
x130976_0_0	Date F90 first reported (hyperkinetic disorders)|x130976_0_0
x130977_0_0	Source of report of F90 (hyperkinetic disorders)|x130977_0_0
x130978_0_0	Date F91 first reported (conduct disorders)|x130978_0_0
x130979_0_0	Source of report of F91 (conduct disorders)|x130979_0_0
x130980_0_0	Date F92 first reported (mixed disorders of conduct and emotions)|x130980_0_0
x130981_0_0	Source of report of F92 (mixed disorders of conduct and emotions)|x130981_0_0
x130982_0_0	Date F93 first reported (emotional disorders with onset specific to childhood)|x130982_0_0
x130983_0_0	Source of report of F93 (emotional disorders with onset specific to childhood)|x130983_0_0
x130984_0_0	Date F94 first reported (disorders of social functioning with onset specific to childhood and adolescence)|x130984_0_0
x130985_0_0	Source of report of F94 (disorders of social functioning with onset specific to childhood and adolescence)|x130985_0_0
x130986_0_0	Date F95 first reported (tic disorders)|x130986_0_0
x130987_0_0	Source of report of F95 (tic disorders)|x130987_0_0
x130988_0_0	Date F98 first reported (other behavioural and emotional disorders with onset usually occurring in childhood and adolescence)|x130988_0_0
x130989_0_0	Source of report of F98 (other behavioural and emotional disorders with onset usually occurring in childhood and adolescence)|x130989_0_0
x130990_0_0	Date F99 first reported (mental disorder not otherwise specified)|x130990_0_0
x130991_0_0	Source of report of F99 (mental disorder not otherwise specified)|x130991_0_0
x130992_0_0	Date G00 first reported (bacterial meningitis not elsewhere classified)|x130992_0_0
x130993_0_0	Source of report of G00 (bacterial meningitis not elsewhere classified)|x130993_0_0
x130994_0_0	Date G01 first reported (meningitis in bacterial diseases classified elsewhere)|x130994_0_0
x130995_0_0	Source of report of G01 (meningitis in bacterial diseases classified elsewhere)|x130995_0_0
x130996_0_0	Date G02 first reported (meningitis in other infectious and parasitic diseases classified elsewhere)|x130996_0_0
x130997_0_0	Source of report of G02 (meningitis in other infectious and parasitic diseases classified elsewhere)|x130997_0_0
x130998_0_0	Date G03 first reported (meningitis due to other and unspecified causes)|x130998_0_0
x130999_0_0	Source of report of G03 (meningitis due to other and unspecified causes)|x130999_0_0
x131000_0_0	Date G04 first reported (encephalitis myelitis and encephalomyelitis)|x131000_0_0
x131001_0_0	Source of report of G04 (encephalitis myelitis and encephalomyelitis)|x131001_0_0
x131002_0_0	Date G05 first reported (encephalitis myelitis and encephalomyelitis in diseases classified elsewhere)|x131002_0_0
x131003_0_0	Source of report of G05 (encephalitis myelitis and encephalomyelitis in diseases classified elsewhere)|x131003_0_0
x131004_0_0	Date G06 first reported (intracranial and intraspinal abscess and granuloma)|x131004_0_0
x131005_0_0	Source of report of G06 (intracranial and intraspinal abscess and granuloma)|x131005_0_0
x131006_0_0	Date G07 first reported (intracranial and intraspinal abscess and granuloma in diseases classified elsewhere)|x131006_0_0
x131007_0_0	Source of report of G07 (intracranial and intraspinal abscess and granuloma in diseases classified elsewhere)|x131007_0_0
x131008_0_0	Date G08 first reported (intracranial and intraspinal phlebitis and thrombophlebitis)|x131008_0_0
x131009_0_0	Source of report of G08 (intracranial and intraspinal phlebitis and thrombophlebitis)|x131009_0_0
x131010_0_0	Date G09 first reported (sequelae of inflammatory diseases of central nervous system)|x131010_0_0
x131011_0_0	Source of report of G09 (sequelae of inflammatory diseases of central nervous system)|x131011_0_0
x131012_0_0	Date G10 first reported (huntington's disease)|x131012_0_0
x131013_0_0	Source of report of G10 (huntington's disease)|x131013_0_0
x131014_0_0	Date G11 first reported (hereditary ataxia)|x131014_0_0
x131015_0_0	Source of report of G11 (hereditary ataxia)|x131015_0_0
x131016_0_0	Date G12 first reported (spinal muscular atrophy and related syndromes)|x131016_0_0
x131017_0_0	Source of report of G12 (spinal muscular atrophy and related syndromes)|x131017_0_0
x131018_0_0	Date G13 first reported (systemic atrophies primarily affecting central nervous system in diseases classified elsewhere)|x131018_0_0
x131019_0_0	Source of report of G13 (systemic atrophies primarily affecting central nervous system in diseases classified elsewhere)|x131019_0_0
x131020_0_0	Date G14 first reported (postpolio syndrome)|x131020_0_0
x131021_0_0	Source of report of G14 (postpolio syndrome)|x131021_0_0
x131022_0_0	Date G20 first reported (parkinson's disease)|x131022_0_0
x131023_0_0	Source of report of G20 (parkinson's disease)|x131023_0_0
x131024_0_0	Date G21 first reported (secondary parkinsonism)|x131024_0_0
x131025_0_0	Source of report of G21 (secondary parkinsonism)|x131025_0_0
x131026_0_0	Date G22 first reported (parkinsonism in diseases classified elsewhere)|x131026_0_0
x131027_0_0	Source of report of G22 (parkinsonism in diseases classified elsewhere)|x131027_0_0
x131028_0_0	Date G23 first reported (other degenerative diseases of basal ganglia)|x131028_0_0
x131029_0_0	Source of report of G23 (other degenerative diseases of basal ganglia)|x131029_0_0
x131030_0_0	Date G24 first reported (dystonia)|x131030_0_0
x131031_0_0	Source of report of G24 (dystonia)|x131031_0_0
x131032_0_0	Date G25 first reported (other extrapyramidal and movement disorders)|x131032_0_0
x131033_0_0	Source of report of G25 (other extrapyramidal and movement disorders)|x131033_0_0
x131036_0_0	Date G30 first reported (alzheimer's disease)|x131036_0_0
x131037_0_0	Source of report of G30 (alzheimer's disease)|x131037_0_0
